-3.000,0.000,2.325
-3.000,0.000,2.300
-3.000,0.000,2.275
-3.000,0.000,2.250
-3.000,0.000,2.225
-3.000,0.000,2.200
-3.000,0.000,2.175
-3.000,0.000,2.150
-3.000,0.000,2.125
-3.000,0.000,2.100
-3.000,0.000,2.075
-3.000,0.000,2.050
-3.000,0.000,2.025
-3.000,0.000,2.000
-3.000,0.000,1.975
-3.000,0.000,1.950
-3.000,0.000,1.925
-3.000,0.000,1.900
-3.000,0.000,1.875
-3.000,0.000,1.850
-3.000,0.000,1.825
-3.000,0.000,1.800
-3.000,0.000,1.775
-3.000,0.000,1.750
-3.000,0.000,1.725
-3.000,0.000,1.700
-3.000,0.000,1.675
-3.000,0.000,1.650
-3.000,0.000,1.625
-3.000,0.000,1.600
-3.000,0.000,1.575
-3.000,0.000,1.550
-3.000,0.000,1.525
-3.000,0.000,1.500
-3.000,0.000,1.475
-3.000,0.000,1.450
-3.000,0.000,1.425
-3.000,0.000,1.400
-3.000,0.000,1.375
-3.000,0.000,1.350
-3.000,0.000,1.325
-3.000,0.000,1.300
-3.000,0.000,1.275
-3.000,0.000,1.250
-3.000,0.000,1.225
-3.000,0.000,1.200
-3.000,0.000,1.175
-3.000,0.000,1.150
-3.000,0.000,1.125
-3.000,0.000,1.100
-3.000,0.000,1.075
-3.000,0.000,1.050
-3.000,0.000,1.025
-3.000,0.000,1.000
-3.000,0.000,0.975
-3.000,0.000,0.950
-3.000,0.000,0.925
-3.000,0.000,0.900
-3.000,0.000,0.875
-3.000,0.000,0.850
-3.000,0.000,0.825
-3.000,0.000,0.800
-3.000,0.000,0.775
-3.000,0.000,0.750
-3.000,0.000,0.725
-3.000,0.000,0.700
-3.000,0.000,0.675
-3.000,0.000,0.650
-3.000,0.000,0.625
-3.000,0.000,0.600
-3.000,0.000,0.575
-3.000,0.000,0.550
-3.000,0.000,0.525
-3.000,0.000,0.500
-3.000,0.000,0.475
-3.000,0.000,0.450
-3.000,0.000,0.425
-3.000,0.000,0.400
-3.000,0.000,0.375
-3.000,0.000,0.350
-3.000,0.000,0.325
-3.000,0.000,0.300
-3.000,0.000,0.275
-3.000,0.000,0.250
-3.000,0.000,0.225
-3.000,0.000,0.200
-3.000,0.000,0.175
-3.000,0.000,0.150
-3.000,0.000,0.125
-3.000,0.000,0.100
-3.000,0.000,0.075
-3.000,0.000,0.050
-3.000,0.000,0.025
-3.000,0.000,0.000
-3.000,0.000,-0.025
-3.000,0.000,-0.050
-3.000,0.000,-0.075
-3.000,0.000,-0.100
-3.000,0.000,-0.125
-3.000,0.000,-0.150
-3.000,0.000,-0.175
-3.000,0.000,-0.200
-3.000,0.000,-0.225
-3.000,0.000,-0.250
-3.000,0.000,-0.275
-3.000,0.000,-0.300
-3.000,0.000,-0.325
-3.000,0.000,-0.350
-3.000,0.000,-0.375
-3.000,0.000,-0.400
-3.000,0.000,-0.425
-3.000,0.000,-0.450
-3.000,0.000,-0.475
-3.000,0.000,-0.500
-3.000,0.000,-0.525
-3.000,0.000,-0.550
-3.000,0.000,-0.575
-3.000,0.000,-0.600
-3.000,0.000,-0.625
-3.000,0.000,-0.650
-3.000,0.000,-0.675
-3.000,0.000,-0.700
-3.000,0.000,-0.725
-3.000,0.000,-0.750
-3.000,0.000,-0.775
-3.000,0.000,-0.800
-3.000,0.000,-0.825
-3.000,0.000,-0.850
-3.000,0.000,-0.875
-3.000,0.000,-0.900
-3.000,0.000,-0.925
-3.000,0.000,-0.950
-3.000,0.000,-0.975
-3.000,0.000,-1.000
-3.000,0.000,-1.025
-3.000,0.000,-1.050
-3.000,0.000,-1.075
-3.000,0.000,-1.100
-3.000,0.000,-1.125
-3.000,0.000,-1.150
-3.000,0.000,-1.175
-3.000,0.000,-1.200
-3.000,0.000,-1.225
-3.000,0.000,-1.250
-3.000,0.000,-1.275
-3.000,0.000,-1.300
-3.000,0.000,-1.325
-3.000,0.000,-1.350
-3.000,0.000,-1.375
-3.000,0.000,-1.400
-3.000,0.000,-1.425
-3.000,0.000,-1.450
-3.000,0.000,-1.475
-3.000,0.000,-1.500
-3.000,0.000,-1.525
-3.000,0.000,-1.550
-3.000,0.000,-1.575
-3.000,0.000,-1.600
-3.000,0.000,-1.625
-3.000,0.000,-1.650
-3.000,0.000,-1.675
-3.000,0.000,-1.700
-3.000,0.000,-1.725
-3.000,0.000,-1.750
-3.000,0.000,-1.775
-3.000,0.000,-1.800
-3.000,0.000,-1.825
-3.000,0.000,-1.850
-3.000,0.000,-1.875
-3.000,0.000,-1.900
-3.000,0.000,-1.925
-3.000,0.000,-1.950
-3.000,0.000,-1.975
-3.000,0.000,-2.000
-3.000,0.000,-2.025
-3.000,0.000,-2.050
-3.000,0.000,-2.075
-3.000,0.000,-2.100
-3.000,0.000,-2.125
-3.000,0.000,-2.150
-3.000,0.000,-2.175
-3.000,0.000,-2.200
-3.000,0.000,-2.225
-3.000,0.000,-2.250
-3.000,0.000,-2.275
-3.000,0.000,-2.300
-3.000,0.000,-2.325
